Strain,Rec,date,transfer,plateID,wellID,wellCol,wellRow,Treatment,Replicate,Environment,OD
AB3,Rec+,300720,T02,RIF AB3 SHIFT 1,D1,1,D,RIF only,4,X,0.78
AB3,Rec+,300720,T02,RIF AB3 SHIFT 1,D2,2,D,RIF only,4,X,0.757
AB3,Rec+,300720,T02,RIF AB3 SHIFT 1,D3,3,D,RIF only,4,X,0.759
AB3,Rec+,300720,T02,RIF AB3 SHIFT 1,D4,4,D,RIF only,4,R,0.843
AB3,Rec+,300720,T02,RIF AB3 SHIFT 1,D5,5,D,RIF only,4,R,0.921
AB3,Rec+,300720,T02,RIF AB3 SHIFT 1,D6,6,D,RIF only,4,R,0.967
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,A1,1,A,Mixed,1,X,0.976
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,A2,2,A,Mixed,1,X,0.943
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,A3,3,A,Mixed,1,X,0.873
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,A4,4,A,Mixed,1,S,0.855
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,A5,5,A,Mixed,1,R,0.951
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,A6,6,A,Mixed,1,B,0.098
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,B1,1,B,Mixed,2,X,1.005
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,B2,2,B,Mixed,2,X,0.911
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,B3,3,B,Mixed,2,X,0.854
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,B4,4,B,Mixed,2,S,0.871
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,B5,5,B,Mixed,2,R,0.934
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,B6,6,B,Mixed,2,B,0.128
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,C1,1,C,Mixed,3,X,1.005
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,C2,2,C,Mixed,3,X,0.93
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,C3,3,C,Mixed,3,X,0.878
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,C4,4,C,Mixed,3,S,0.817
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,C5,5,C,Mixed,3,R,0.945
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,C6,6,C,Mixed,3,B,0.104
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,D1,1,D,Mixed,4,X,1.021
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,D2,2,D,Mixed,4,X,0.943
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,D3,3,D,Mixed,4,X,0.891
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,D4,4,D,Mixed,4,S,0.875
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,D5,5,D,Mixed,4,R,0.958
AB3,Rec+,300720,T02,MIX AB3 SHIFT 1,D6,6,D,Mixed,4,B,0.073
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,A1,1,A,Combination,1,X,0.95
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,A2,2,A,Combination,1,X,0.893
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,A3,3,A,Combination,1,X,0.914
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,A4,4,A,Combination,1,B,0.067
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,A5,5,A,Combination,1,B,0.065
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,A6,6,A,Combination,1,B,0.064
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,B1,1,B,Combination,2,X,0.928
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,B2,2,B,Combination,2,X,0.952
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,B3,3,B,Combination,2,X,0.911
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,B4,4,B,Combination,2,B,0.065
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,B5,5,B,Combination,2,B,0.062
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,B6,6,B,Combination,2,B,0.063
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,C1,1,C,Combination,3,X,0.976
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,C2,2,C,Combination,3,X,0.968
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,C3,3,C,Combination,3,X,0.921
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,C4,4,C,Combination,3,B,0.072
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,C5,5,C,Combination,3,B,0.072
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,C6,6,C,Combination,3,B,0.069
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,D1,1,D,Combination,4,X,1.018
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,D2,2,D,Combination,4,X,1.007
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,D3,3,D,Combination,4,X,0.978
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,D4,4,D,Combination,4,B,0.064
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,D5,5,D,Combination,4,B,0.066
AB3,Rec+,300720,T02,CMB AB3 SHIFT 1,D6,6,D,Combination,4,B,0.066
AB3,Rec+,300720,T02,NOD SHIFT 1,A1,1,A,No drug,1,X,0.889
AB3,Rec+,300720,T02,NOD SHIFT 1,A2,2,A,No drug,1,X,0.85
AB3,Rec+,300720,T02,NOD SHIFT 1,A3,3,A,No drug,1,X,0.833
AB3,Rec+,300720,T02,NOD SHIFT 1,A4,4,A,No drug,1,X,0.838
AB3,Rec+,300720,T02,NOD SHIFT 1,A5,5,A,No drug,1,X,0.91
AB3,Rec+,300720,T02,NOD SHIFT 1,A6,6,A,No drug,1,X,0.958
AB3,Rec+,300720,T02,NOD SHIFT 1,B1,1,B,No drug,2,X,0.88
AB3,Rec+,300720,T02,NOD SHIFT 1,B2,2,B,No drug,2,X,0.88
AB3,Rec+,300720,T02,NOD SHIFT 1,B3,3,B,No drug,2,X,0.863
AB3,Rec+,300720,T02,NOD SHIFT 1,B4,4,B,No drug,2,X,0.854
AB3,Rec+,300720,T02,NOD SHIFT 1,B5,5,B,No drug,2,X,0.921
AB3,Rec+,300720,T02,NOD SHIFT 1,B6,6,B,No drug,2,X,0.965
AB3,Rec+,300720,T02,NOD SHIFT 1,C1,1,C,No drug,3,X,0.98
AB3,Rec+,300720,T02,NOD SHIFT 1,C2,2,C,No drug,3,X,0.947
AB3,Rec+,300720,T02,NOD SHIFT 1,C3,3,C,No drug,3,X,0.928
AB3,Rec+,300720,T02,NOD SHIFT 1,C4,4,C,No drug,3,X,0.908
AB3,Rec+,300720,T02,NOD SHIFT 1,C5,5,C,No drug,3,X,0.926
AB3,Rec+,300720,T02,NOD SHIFT 1,C6,6,C,No drug,3,X,0.967
AB3,Rec+,300720,T02,NOD SHIFT 1,D1,1,D,No drug,4,X,0.991
AB3,Rec+,300720,T02,NOD SHIFT 1,D2,2,D,No drug,4,X,0.996
AB3,Rec+,300720,T02,NOD SHIFT 1,D3,3,D,No drug,4,X,0.995
AB3,Rec+,300720,T02,NOD SHIFT 1,D4,4,D,No drug,4,X,0.958
AB3,Rec+,300720,T02,NOD SHIFT 1,D5,5,D,No drug,4,X,0.944
AB3,Rec+,300720,T02,NOD SHIFT 1,D6,6,D,No drug,4,X,0.95
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,A1,1,A,STP only,5,X,0.959
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,A2,2,A,STP only,5,X,0.993
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,A3,3,A,STP only,5,X,0.95
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,A4,4,A,STP only,5,S,0.927
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,A5,5,A,STP only,5,S,0.9
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,A6,6,A,STP only,5,S,0.904
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,B1,1,B,STP only,6,X,1.013
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,B2,2,B,STP only,6,X,0.996
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,B3,3,B,STP only,6,X,0.995
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,B4,4,B,STP only,6,S,0.935
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,B5,5,B,STP only,6,S,0.923
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,B6,6,B,STP only,6,S,0.929
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,C1,1,C,STP only,7,X,1.033
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,C2,2,C,STP only,7,X,1.015
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,C3,3,C,STP only,7,X,1.029
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,C4,4,C,STP only,7,S,0.923
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,C5,5,C,STP only,7,S,0.894
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,C6,6,C,STP only,7,S,0.915
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,D1,1,D,STP only,8,X,1.085
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,D2,2,D,STP only,8,X,1.059
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,D3,3,D,STP only,8,X,1.034
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,D4,4,D,STP only,8,S,0.961
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,D5,5,D,STP only,8,S,0.95
AB3,Rec+,300720,T02,STR AB3 SHIFT 2,D6,6,D,STP only,8,S,0.915
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,A1,1,A,RIF only,5,X,1.013
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,A2,2,A,RIF only,5,X,1.013
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,A3,3,A,RIF only,5,X,0.975
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,A4,4,A,RIF only,5,R,0.941
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,A5,5,A,RIF only,5,R,0.913
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,A6,6,A,RIF only,5,R,0.938
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,B1,1,B,RIF only,6,X,1.025
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,B2,2,B,RIF only,6,X,1.007
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,B3,3,B,RIF only,6,X,0.974
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,B4,4,B,RIF only,6,R,0.951
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,B5,5,B,RIF only,6,R,0.924
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,B6,6,B,RIF only,6,R,0.926
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,C1,1,C,RIF only,7,X,1.022
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,C2,2,C,RIF only,7,X,1.009
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,C3,3,C,RIF only,7,X,1.005
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,C4,4,C,RIF only,7,R,0.947
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,C5,5,C,RIF only,7,R,0.924
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,C6,6,C,RIF only,7,R,0.957
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,D1,1,D,RIF only,8,X,1.073
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,D2,2,D,RIF only,8,X,1.055
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,D3,3,D,RIF only,8,X,1.031
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,D4,4,D,RIF only,8,R,0.962
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,D5,5,D,RIF only,8,R,0.923
AB3,Rec+,300720,T02,RIF AB3 SHIFT 2,D6,6,D,RIF only,8,R,0.954
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,A1,1,A,Mixed,5,X,1.011
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,A2,2,A,Mixed,5,X,0.953
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,A3,3,A,Mixed,5,X,0.951
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,A4,4,A,Mixed,5,S,0.884
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,A5,5,A,Mixed,5,R,0.933
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,A6,6,A,Mixed,5,B,0.068
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,B1,1,B,Mixed,6,X,0.969
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,B2,2,B,Mixed,6,X,0.953
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,B3,3,B,Mixed,6,X,0.946
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,B4,4,B,Mixed,6,S,0.905
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,B5,5,B,Mixed,6,R,0.92
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,B6,6,B,Mixed,6,B,0.076
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,C1,1,C,Mixed,7,X,0.961
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,C2,2,C,Mixed,7,X,0.963
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,C3,3,C,Mixed,7,X,0.948
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,C4,4,C,Mixed,7,S,0.927
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,C5,5,C,Mixed,7,R,0.923
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,C6,6,C,Mixed,7,B,0.112
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,D1,1,D,Mixed,8,X,0.996
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,D2,2,D,Mixed,8,X,0.956
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,D3,3,D,Mixed,8,X,0.931
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,D4,4,D,Mixed,8,S,0.911
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,D5,5,D,Mixed,8,R,0.9
AB3,Rec+,300720,T02,MIX AB3 SHIFT 2,D6,6,D,Mixed,8,B,0.121
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,A1,1,A,Combination,5,X,0.983
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,A2,2,A,Combination,5,X,0.974
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,A3,3,A,Combination,5,X,0.974
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,A4,4,A,Combination,5,B,0.067
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,A5,5,A,Combination,5,B,0.064
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,A6,6,A,Combination,5,B,0.063
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,B1,1,B,Combination,6,X,0.947
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,B2,2,B,Combination,6,X,0.951
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,B3,3,B,Combination,6,X,0.96
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,B4,4,B,Combination,6,B,0.065
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,B5,5,B,Combination,6,B,0.062
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,B6,6,B,Combination,6,B,0.063
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,C1,1,C,Combination,7,X,0.939
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,C2,2,C,Combination,7,X,0.954
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,C3,3,C,Combination,7,X,0.937
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,C4,4,C,Combination,7,B,0.074
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,C5,5,C,Combination,7,B,0.071
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,C6,6,C,Combination,7,B,0.067
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,D1,1,D,Combination,8,X,0.989
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,D2,2,D,Combination,8,X,0.954
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,D3,3,D,Combination,8,X,0.929
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,D4,4,D,Combination,8,B,0.063
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,D5,5,D,Combination,8,B,0.067
AB3,Rec+,300720,T02,CMB AB3 SHIFT 2,D6,6,D,Combination,8,B,0.064
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,A1,1,A,No drug,5,X,0.98
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,A2,2,A,No drug,5,X,0.947
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,A3,3,A,No drug,5,X,0.928
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,A4,4,A,No drug,5,X,0.908
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,A5,5,A,No drug,5,X,0.926
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,A6,6,A,No drug,5,X,0.967
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,B1,1,B,No drug,6,X,0.991
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,B2,2,B,No drug,6,X,0.996
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,B3,3,B,No drug,6,X,0.995
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,B4,4,B,No drug,6,X,0.958
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,B5,5,B,No drug,6,X,0.944
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,B6,6,B,No drug,6,X,0.95
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,C1,1,C,No drug,7,X,0
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,C2,2,C,No drug,7,X,0
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,C3,3,C,No drug,7,X,0
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,C4,4,C,No drug,7,X,0
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,C5,5,C,No drug,7,X,0
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,C6,6,C,No drug,7,X,0
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,D1,1,D,No drug,8,X,0
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,D2,2,D,No drug,8,X,0
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,D3,3,D,No drug,8,X,0
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,D4,4,D,No drug,8,X,0
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,D5,5,D,No drug,8,X,0
AB3,Rec+,300720,T02,NOD 1 SHIFT 2,D6,6,D,No drug,8,X,0
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,A1,1,A,STP only,1,X,0.853
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,A2,2,A,STP only,1,X,0.855
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,A3,3,A,STP only,1,X,0.913
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,A4,4,A,STP only,1,S,0.948
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,A5,5,A,STP only,1,S,0.995
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,A6,6,A,STP only,1,S,1.04
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,B1,1,B,STP only,2,X,0.802
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,B2,2,B,STP only,2,X,0.854
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,B3,3,B,STP only,2,X,0.943
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,B4,4,B,STP only,2,S,0.933
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,B5,5,B,STP only,2,S,0.966
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,B6,6,B,STP only,2,S,0.966
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,C1,1,C,STP only,3,X,0.778
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,C2,2,C,STP only,3,X,0.839
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,C3,3,C,STP only,3,X,0.925
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,C4,4,C,STP only,3,S,0.933
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,C5,5,C,STP only,3,S,0.977
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,C6,6,C,STP only,3,S,1.006
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,D1,1,D,STP only,4,X,0.812
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,D2,2,D,STP only,4,X,0.811
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,D3,3,D,STP only,4,X,0.857
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,D4,4,D,STP only,4,S,0.858
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,D5,5,D,STP only,4,S,0.888
AB3,Rec+,310720,T03,STR AB3 SHIFT 1,D6,6,D,STP only,4,S,0.915
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,A1,1,A,RIF only,1,X,0.879
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,A2,2,A,RIF only,1,X,0.882
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,A3,3,A,RIF only,1,X,0.956
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,A4,4,A,RIF only,1,R,0.946
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,A5,5,A,RIF only,1,R,0.99
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,A6,6,A,RIF only,1,R,1.032
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,B1,1,B,RIF only,2,X,0.799
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,B2,2,B,RIF only,2,X,0.847
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,B3,3,B,RIF only,2,X,0.919
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,B4,4,B,RIF only,2,R,0.939
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,B5,5,B,RIF only,2,R,0.957
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,B6,6,B,RIF only,2,R,0.947
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,C1,1,C,RIF only,3,X,0.847
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,C2,2,C,RIF only,3,X,0.856
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,C3,3,C,RIF only,3,X,0.934
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,C4,4,C,RIF only,3,R,0.995
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,C5,5,C,RIF only,3,R,1.02
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,C6,6,C,RIF only,3,R,0.984
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,D1,1,D,RIF only,4,X,0.894
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,D2,2,D,RIF only,4,X,0.876
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,D3,3,D,RIF only,4,X,0.897
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,D4,4,D,RIF only,4,R,0.93
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,D5,5,D,RIF only,4,R,1.013
AB3,Rec+,310720,T03,RIF AB3 SHIFT 1,D6,6,D,RIF only,4,R,1.05
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,A1,1,A,Mixed,1,X,0.954
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,A2,2,A,Mixed,1,X,0.893
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,A3,3,A,Mixed,1,X,0.846
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,A4,4,A,Mixed,1,S,0.782
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,A5,5,A,Mixed,1,R,0.784
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,A6,6,A,Mixed,1,B,0.881
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,B1,1,B,Mixed,2,X,0.967
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,B2,2,B,Mixed,2,X,0.852
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,B3,3,B,Mixed,2,X,0.853
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,B4,4,B,Mixed,2,S,0.802
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,B5,5,B,Mixed,2,R,0.814
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,B6,6,B,Mixed,2,B,0.868
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,C1,1,C,Mixed,3,X,1.027
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,C2,2,C,Mixed,3,X,0.882
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,C3,3,C,Mixed,3,X,0.851
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,C4,4,C,Mixed,3,S,0.821
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,C5,5,C,Mixed,3,R,0.825
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,C6,6,C,Mixed,3,B,0.891
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,D1,1,D,Mixed,4,X,0.996
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,D2,2,D,Mixed,4,X,0.916
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,D3,3,D,Mixed,4,X,0.856
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,D4,4,D,Mixed,4,S,0.816
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,D5,5,D,Mixed,4,R,0.867
AB3,Rec+,310720,T03,MIX AB3 SHIFT 1,D6,6,D,Mixed,4,B,0.745
AB3,Rec+,310720,T03,CMB AB3 SHIFT 1,A1,1,A,Combination,1,X,0.864
AB3,Rec+,310720,T03,CMB AB3 SHIFT 1,A2,2,A,Combination,1,X,0.8
AB3,Rec+,310720,T03,CMB AB3 SHIFT 1,A3,3,A,Combination,1,X,0.832
AB3,Rec+,310720,T03,CMB AB3 SHIFT 1,A4,4,A,Combination,1,B,0.068
AB3,Rec+,310720,T03,CMB AB3 SHIFT 1,A5,5,A,Combination,1,B,0.064
AB3,Rec+,310720,T03,CMB AB3 SHIFT 1,A6,6,A,Combination,1,B,0.065
AB3,Rec+,310720,T03,CMB AB3 SHIFT 1,B1,1,B,Combination,2,X,0.813
AB3,Rec+,310720,T03,CMB AB3 SHIFT 1,B2,2,B,Combination,2,X,0.81
AB3,Rec+,310720,T03,CMB AB3 SHIFT 1,B3,3,B,Combination,2,X,0.861
AB3,Rec+,310720,T03,CMB AB3 SHIFT 1,B4,4,B,Combination,2,B,0.083
AB3,Rec+,310720,T03,CMB AB3 SHIFT 1,B5,5,B,Combination,2,B,0.083
AB3,Rec+,310720,T03,CMB AB3 SHIFT 1,B6,6,B,Combination,2,B,0.087
AB3,Rec+,310720,T03,CMB AB3 SHIFT 1,C1,1,C,Combination,3,X,0.872
AB3,Rec+,310720,T03,CMB AB3 SHIFT 1,C2,2,C,Combination,3,X,0.836
AB3,Rec+,310720,T03,CMB AB3 SHIFT 1,C3,3,C,Combination,3,X,0.919
AB3,Rec+,310720,T03,CMB AB3 SHIFT 1,C4,4,C,Combination,3,B,0.085
